district,traffic,weather,intervention,density,stress,roi
Bukit Bintang,8259.005823602405,2,3,11000,71.3,0.0
Cheras,6386.985972401424,2,0,9500,61.9,0.0
Bangsar,6058.639126211932,2,1,6500,54.3,0.049
Bangsar,5202.809907495465,0,3,6500,35.0,0.0
Cheras,6831.086557087215,1,0,9500,43.2,0.0
Bangsar,6097.428813097962,1,1,6500,33.5,0.049
Cheras,6708.058664140749,1,3,9500,42.5,0.0
Bangsar,5033.01543265767,0,1,6500,28.2,0.049
Bangsar,4962.383945907766,1,3,6500,33.8,0.0
Bukit Bintang,7982.549944190532,2,2,11000,69.9,0.156
Bukit Bintang,8593.730755647073,1,0,11000,52.0,0.0
Cheras,6597.036446690909,2,1,9500,57.0,0.072
Bukit Bintang,6860.057602255846,0,2,11000,58.3,0.021
Bangsar,5492.08827435424,1,3,6500,36.5,0.0
Bukit Bintang,8439.34733059717,2,2,11000,72.2,0.156
Bukit Bintang,8387.822762490312,2,1,11000,65.9,0.083
Bukit Bintang,9265.222789671054,1,1,11000,49.3,0.083
Cheras,6084.791363296754,0,2,9500,54.4,0.018
Bukit Bintang,8107.280747929618,1,1,11000,43.5,0.083
Bukit Bintang,7472.640829211137,0,2,11000,61.4,0.021
Bukit Bintang,8631.79221404798,2,1,11000,67.2,0.083
Cheras,7733.575256930619,2,3,9500,68.7,0.0
Bangsar,4652.322318655448,2,0,6500,53.3,0.0
Cheras,7133.682228414019,2,0,9500,65.7,0.0
Bukit Bintang,8720.123856703525,2,3,11000,73.6,0.0
Bangsar,5479.66296437946,2,0,6500,57.4,0.0
Bukit Bintang,8684.414360132045,2,1,11000,67.4,0.083
Cheras,7146.859034002571,2,1,9500,59.7,0.072
Bangsar,5121.246382824975,2,1,6500,49.6,0.049
Bukit Bintang,7178.397599248896,0,0,11000,44.9,0.0
Bangsar,4847.679789735539,2,1,6500,48.2,0.049
Bangsar,5362.740114418767,2,0,6500,56.8,0.0
Bangsar,5316.991603822746,2,1,6500,50.6,0.049
Bangsar,4425.923417910002,2,3,6500,52.1,0.0
Bangsar,5438.622025347226,0,2,6500,51.2,0.012
Cheras,6888.004326160267,2,0,9500,64.4,0.0
Bangsar,5396.616919909959,2,2,6500,57.0,0.092
Bukit Bintang,7093.860953085944,0,0,11000,44.5,0.0
Cheras,5869.820775009795,0,3,9500,38.3,0.0
Bangsar,5479.198035522293,2,1,6500,51.4,0.049
Bangsar,5336.816879777725,2,3,6500,56.7,0.0
Bangsar,5653.053697545173,2,1,6500,52.3,0.049
Bukit Bintang,7852.530275245861,2,2,11000,69.3,0.156
Bukit Bintang,8166.264818583502,1,3,11000,49.8,0.0
Cheras,6787.058634749126,2,2,9500,63.9,0.135
Cheras,6086.5916154784945,0,0,9500,39.4,0.0
Cheras,7532.021422038017,2,0,9500,67.7,0.0
Cheras,6676.331312534634,2,0,9500,63.4,0.0
Cheras,7213.439629813431,2,3,9500,66.1,0.0
Bukit Bintang,8185.3228591959905,2,0,11000,70.9,0.0
Bangsar,5461.596322583985,1,1,6500,30.3,0.049
Bangsar,5202.011966162217,2,3,6500,56.0,0.0
Bangsar,4035.8034998610938,0,3,6500,29.2,0.0
Cheras,7060.203698563633,2,3,9500,65.3,0.0
Bangsar,5055.39489712991,2,2,6500,55.3,0.092
Cheras,6761.952157424071,1,2,9500,42.8,0.135
Bukit Bintang,8950.353215935549,1,3,11000,53.8,0.0
Bukit Bintang,6877.580539726872,0,3,11000,43.4,0.0
Cheras,5988.539041604497,0,3,9500,38.9,0.0
Cheras,6886.488543538825,1,0,9500,43.4,0.0
Bangsar,6966.8299825094155,2,3,6500,64.8,0.0
Bangsar,4536.2585804689925,0,0,6500,31.7,0.0
Bukit Bintang,8653.681094091979,2,2,11000,73.3,0.156
Bangsar,5751.812122521782,2,2,6500,58.8,0.092
Bangsar,5322.676620330328,2,0,6500,56.6,0.0
Bukit Bintang,7181.223573510427,0,1,11000,38.9,0.083
Bukit Bintang,7923.513493551861,0,2,11000,63.6,0.021
Cheras,7182.100599874475,2,0,9500,65.9,0.0
Bukit Bintang,8483.267074908325,1,0,11000,51.4,0.0
Bukit Bintang,8192.432767555465,1,2,11000,50.0,0.156
Bukit Bintang,8778.467129485214,2,3,11000,73.9,0.0
Cheras,7876.405819710443,2,3,9500,69.4,0.0
Bangsar,4729.923913839369,1,3,6500,32.6,0.0
Cheras,6294.583934805964,0,3,9500,40.5,0.0
Bangsar,4458.827166859921,0,0,6500,31.3,0.0
Bangsar,5366.874240983121,0,1,6500,29.8,0.049
Bukit Bintang,9227.643763348293,1,0,11000,55.1,0.0
Bangsar,5569.588176806395,1,0,6500,36.8,0.0
Bukit Bintang,7796.446000756258,0,0,11000,48.0,0.0
Cheras,6152.075382606132,2,0,9500,60.8,0.0
Cheras,7191.193038211671,2,3,9500,66.0,0.0
Bukit Bintang,9253.811965021128,2,2,11000,76.3,0.156
Bangsar,4726.486505757287,0,2,6500,47.6,0.012
Bukit Bintang,8933.816220125414,1,3,11000,53.7,0.0
Bangsar,5609.088493139305,2,3,6500,58.0,0.0
Cheras,7278.877006722367,2,3,9500,66.4,0.0
Bangsar,4750.555790344763,2,2,6500,53.8,0.092
Bangsar,5911.171461531315,2,0,6500,59.6,0.0
Cheras,6985.078115806723,2,0,9500,64.9,0.0
Cheras,5886.034848675886,0,1,9500,32.4,0.072
Bangsar,5184.0878301699,2,2,6500,55.9,0.092
Bukit Bintang,7907.116693134869,2,0,11000,69.5,0.0
Bukit Bintang,7024.955792019702,0,0,11000,44.1,0.0
Bukit Bintang,9075.274607557714,2,3,11000,75.4,0.0
Bukit Bintang,7014.795970383892,0,3,11000,44.1,0.0
Bukit Bintang,7957.847223775472,2,3,11000,69.8,0.0
Bangsar,4782.366649236998,0,3,6500,32.9,0.0
Bangsar,4784.249471449705,2,3,6500,53.9,0.0
Bangsar,6160.954118089461,2,0,6500,60.8,0.0
Cheras,7439.969997597501,2,0,9500,67.2,0.0
Bangsar,5437.207456564018,2,0,6500,57.2,0.0
Cheras,7385.92292325474,1,3,9500,45.9,0.0
Bukit Bintang,7355.584658955565,0,1,11000,39.8,0.083
Bukit Bintang,7899.900161725255,2,2,11000,69.5,0.156
Cheras,6833.0801652575,2,2,9500,64.2,0.135
Bukit Bintang,8893.480485887298,2,3,11000,74.5,0.0
Cheras,5691.194111978218,0,3,9500,37.5,0.0
Bukit Bintang,7369.740040521235,0,2,11000,60.8,0.021
Cheras,6014.324335864517,0,0,9500,39.1,0.0
Bukit Bintang,7642.52672373968,2,0,11000,68.2,0.0
Bangsar,5864.619233726646,2,2,6500,59.3,0.092
Bukit Bintang,8732.925578928609,2,2,11000,73.7,0.156
Cheras,7122.132054005449,1,2,9500,44.6,0.135
Bangsar,4883.667668761752,0,0,6500,33.4,0.0
Bangsar,5790.570446811631,2,2,6500,59.0,0.092
Bukit Bintang,9089.337388530992,2,1,11000,69.4,0.083
Cheras,7522.714285558488,2,2,9500,67.6,0.135
Cheras,5811.251444153073,0,2,9500,53.1,0.018
Bukit Bintang,7682.077294893745,1,1,11000,41.4,0.083
Bukit Bintang,8840.024247671681,1,0,11000,53.2,0.0
Cheras,6435.000122770323,2,2,9500,62.2,0.135
Bangsar,5106.393173763249,0,0,6500,34.5,0.0
Bangsar,5869.246689461987,2,2,6500,59.3,0.092
Bukit Bintang,8373.682455629332,2,0,11000,71.9,0.0
Bangsar,5968.8933365135135,1,0,6500,38.8,0.0
Cheras,6958.963732872142,2,1,9500,58.8,0.072
Bangsar,5360.630958434111,2,0,6500,56.8,0.0
Bukit Bintang,6508.509573364566,0,3,11000,41.5,0.0
Bukit Bintang,7059.265480039125,0,2,11000,59.3,0.021
Bukit Bintang,8002.188074074463,2,3,11000,70.0,0.0
Bangsar,4992.11429313584,0,2,6500,49.0,0.012
Cheras,7300.7143287004465,1,1,9500,39.5,0.072
Bukit Bintang,7840.586746081645,1,0,11000,48.2,0.0
Bukit Bintang,9068.903056520065,1,1,11000,48.3,0.083
Bangsar,4369.045170654808,0,3,6500,30.8,0.0
Cheras,6169.5927423455705,0,2,9500,54.8,0.018
Bukit Bintang,8098.431684115548,2,2,11000,70.5,0.156
Bangsar,5067.046708570436,2,3,6500,55.3,0.0
Bangsar,5729.868519868073,1,1,6500,31.6,0.049
Bukit Bintang,8868.440378974788,1,2,11000,53.3,0.156
Cheras,8077.943839098672,2,1,9500,64.4,0.072
Bangsar,4721.7956801325845,1,3,6500,32.6,0.0
Bangsar,5927.14594769783,2,1,6500,53.6,0.049
Bukit Bintang,8832.415572955832,1,3,11000,53.2,0.0
Bukit Bintang,8117.531471932367,2,2,11000,70.6,0.156
Cheras,7591.222539743256,1,2,9500,47.0,0.135
Bukit Bintang,8811.523567541057,2,1,11000,68.1,0.083
Cheras,6369.984882638168,0,1,9500,34.8,0.072
Cheras,7135.41388460097,1,2,9500,44.7,0.135
Cheras,5595.952013734883,0,1,9500,31.0,0.072
Bangsar,5129.013893556429,1,2,6500,34.6,0.092
Cheras,7031.392983732488,2,1,9500,59.2,0.072
Bukit Bintang,6961.983850342521,0,1,11000,37.8,0.083
Bangsar,4655.622638626971,1,2,6500,32.3,0.092
Cheras,7592.3364634232585,2,3,9500,68.0,0.0
Cheras,7092.994477200619,2,3,9500,65.5,0.0
Bukit Bintang,8364.084696985496,1,2,11000,50.8,0.156
Bangsar,5510.301167705319,2,0,6500,57.6,0.0
Bangsar,4961.695170885498,1,2,6500,33.8,0.092
Bangsar,5116.369145713058,2,0,6500,55.6,0.0
Bangsar,5515.37881508221,2,0,6500,57.6,0.0
Bukit Bintang,7345.860267358768,0,2,11000,60.7,0.021
Bangsar,4549.350619674078,2,3,6500,52.7,0.0
Bangsar,5510.751829249197,1,0,6500,36.6,0.0
Bukit Bintang,8189.125932641561,1,0,11000,49.9,0.0
Bukit Bintang,8695.570581142021,1,3,11000,52.5,0.0
Bukit Bintang,8086.99947860201,0,1,11000,43.4,0.083
Bangsar,5643.705852934677,2,0,6500,58.2,0.0
Bangsar,6243.621526390649,1,2,6500,40.2,0.092
Cheras,7106.2689683698945,2,3,9500,65.5,0.0
Bukit Bintang,7143.239534155681,0,2,11000,59.7,0.021
Cheras,6312.560062741335,2,2,9500,61.6,0.135
Bangsar,5324.116494151924,2,0,6500,56.6,0.0
Bukit Bintang,7914.986966711898,1,3,11000,48.6,0.0
Bukit Bintang,8397.924111024488,2,3,11000,72.0,0.0
Bukit Bintang,7863.969770028038,0,0,11000,48.3,0.0
Bangsar,5042.417113952861,0,3,6500,34.2,0.0
Bangsar,5957.064396029732,2,1,6500,53.8,0.049
Bangsar,4989.123277014994,1,0,6500,33.9,0.0
Bukit Bintang,8545.203267168787,1,0,11000,51.7,0.0
Bangsar,4980.83101898278,2,2,6500,54.9,0.092
Cheras,7086.484234463586,2,0,9500,65.4,0.0
Cheras,8052.777179391404,2,3,9500,70.3,0.0
Bukit Bintang,7296.431450069106,0,1,11000,39.5,0.083
Bangsar,5626.951067059301,2,1,6500,52.1,0.049
Bukit Bintang,8311.14210373796,2,1,11000,65.6,0.083
Cheras,7404.108499405158,2,3,9500,67.0,0.0
Bukit Bintang,9146.606097531547,2,1,11000,69.7,0.083
Cheras,7418.525760287638,2,1,9500,61.1,0.072
Bangsar,6202.357302043394,2,0,6500,61.0,0.0
Bangsar,5385.479386997998,2,3,6500,56.9,0.0
Bukit Bintang,8474.332038254244,2,1,11000,66.4,0.083
Cheras,6932.215019126943,1,2,9500,43.7,0.135
Bangsar,5844.36643233038,2,2,6500,59.2,0.092
Bukit Bintang,8190.412054261427,2,2,11000,71.0,0.156
Bukit Bintang,8791.60048302285,2,1,11000,68.0,0.083
Cheras,6241.637893730839,1,3,9500,40.2,0.0
Bangsar,5450.522219953261,2,0,6500,57.3,0.0
Bukit Bintang,8072.917356279386,1,1,11000,43.4,0.083
Bukit Bintang,8027.328410117695,2,1,11000,64.1,0.083
Bukit Bintang,8651.667133153163,1,3,11000,52.3,0.0
Bangsar,5985.118528883439,2,0,6500,59.9,0.0
Cheras,6273.041795687594,0,3,9500,40.4,0.0
Cheras,7167.64075448364,2,2,9500,65.8,0.135
Cheras,5925.192492963616,0,1,9500,32.6,0.072
Bangsar,5671.790278247834,1,0,6500,37.4,0.0
Bangsar,4607.851117620774,0,0,6500,32.0,0.0
Bangsar,4325.916839313217,0,1,6500,24.6,0.049
Cheras,7440.757172606166,2,1,9500,61.2,0.072
Bukit Bintang,8518.998454251549,2,2,11000,72.6,0.156
Bangsar,4994.8836846239365,2,0,6500,55.0,0.0
Cheras,5577.630193345105,0,0,9500,36.9,0.0
Bangsar,6093.9069723342745,2,3,6500,60.5,0.0
Cheras,6723.273285170354,2,0,9500,63.6,0.0
Bangsar,5282.005483765543,0,2,6500,50.4,0.012
Bangsar,5867.718448877235,1,1,6500,32.3,0.049
Bukit Bintang,7145.207652436016,0,3,11000,44.7,0.0
Cheras,7258.589577069306,1,2,9500,45.3,0.135
Bangsar,5443.855963370049,2,2,6500,57.2,0.092
Cheras,6796.157278603778,2,1,9500,58.0,0.072
Bukit Bintang,8213.118562923206,1,3,11000,50.1,0.0
Bangsar,5365.7648785832735,1,2,6500,35.8,0.092
Cheras,7079.368210694319,1,3,9500,44.4,0.0
Bangsar,5251.552866129997,2,0,6500,56.3,0.0
Cheras,7598.314438220679,2,1,9500,62.0,0.072
Cheras,6541.516631370414,1,3,9500,41.7,0.0
Bukit Bintang,6428.146251585193,0,0,11000,41.1,0.0
Bukit Bintang,8534.63423525854,1,2,11000,51.7,0.156
Bangsar,5463.5248758769785,2,3,6500,57.3,0.0
Bukit Bintang,7441.57805477016,0,2,11000,61.2,0.021
Bukit Bintang,8084.885198125621,2,2,11000,70.4,0.156
Bukit Bintang,8691.034312205229,2,3,11000,73.5,0.0
Bukit Bintang,7706.352317332567,0,3,11000,47.5,0.0
Bangsar,6253.268845680999,2,0,6500,61.3,0.0
Cheras,6847.9151305775285,2,2,9500,64.2,0.135
Bukit Bintang,8084.087113196736,2,1,11000,64.4,0.083
Cheras,6855.030175911476,1,2,9500,43.3,0.135
Bangsar,3905.002607840453,0,0,6500,28.5,0.0
Bukit Bintang,7527.339862080772,0,2,11000,61.6,0.021
Bangsar,5239.141908653892,1,0,6500,35.2,0.0
Bangsar,5831.628536482468,2,0,6500,59.2,0.0
Bangsar,6165.88288789543,1,1,6500,33.8,0.049
Cheras,6505.755978822345,2,1,9500,56.5,0.072
Bukit Bintang,8930.259158600255,2,1,11000,68.7,0.083
Cheras,6240.252179838745,0,1,9500,34.2,0.072
Bangsar,5710.985991754639,2,1,6500,52.6,0.049
Bangsar,5707.369797664442,1,2,6500,37.5,0.092
Bangsar,4922.695631325448,0,3,6500,33.6,0.0
Bangsar,5814.657424553901,1,3,6500,38.1,0.0
Bangsar,5373.09370561322,1,1,6500,29.9,0.049
Bukit Bintang,7425.813273411561,2,0,11000,67.1,0.0
Cheras,6556.572250476053,1,1,9500,35.8,0.072
Bangsar,5214.323672160786,2,1,6500,50.1,0.049
Cheras,7194.56045067672,2,2,9500,66.0,0.135
Bangsar,3946.482023965231,0,1,6500,22.7,0.049
Cheras,7007.905709997187,2,1,9500,59.0,0.072
Bukit Bintang,9282.004342114742,1,1,11000,49.4,0.083
Bukit Bintang,8147.110792870156,1,0,11000,49.7,0.0
Cheras,5660.595096374535,0,1,9500,31.3,0.072
Bangsar,4638.989262475528,2,0,6500,53.2,0.0
Cheras,7088.626814652493,2,2,9500,65.4,0.135
Cheras,7110.979112282488,1,0,9500,44.6,0.0
Bangsar,5757.133513757227,1,0,6500,37.8,0.0
Bangsar,6568.721481582653,2,0,6500,62.8,0.0
Cheras,7164.807334201575,1,1,9500,38.8,0.072
Bangsar,5582.743398299274,2,1,6500,51.9,0.049
Cheras,7336.087559815984,2,2,9500,66.7,0.135
Cheras,6919.990692930456,2,0,9500,64.6,0.0
Cheras,7320.640634728819,2,3,9500,66.6,0.0
Cheras,6762.424363844805,1,0,9500,42.8,0.0
Cheras,8333.349197554944,2,1,9500,65.7,0.072
Bukit Bintang,8053.2200255752105,1,3,11000,49.3,0.0
Cheras,6995.62949700879,2,1,9500,59.0,0.072
Cheras,6495.99474765367,0,0,9500,41.5,0.0
Bangsar,5326.623775388024,2,3,6500,56.6,0.0
Bukit Bintang,9092.310305183588,2,0,11000,75.5,0.0
Bukit Bintang,8251.303351151008,2,1,11000,65.3,0.083
Cheras,7637.333348513341,1,2,9500,47.2,0.135
Bangsar,5381.388648763493,1,0,6500,35.9,0.0
Bukit Bintang,7511.445079968973,1,2,11000,46.6,0.156
Cheras,7172.447219501936,1,1,9500,38.9,0.072
Bangsar,5807.710022094478,2,2,6500,59.0,0.092
Bukit Bintang,8561.02490919765,1,3,11000,51.8,0.0
Bangsar,6727.769919466062,2,3,6500,63.6,0.0
Cheras,5799.814285020867,0,2,9500,53.0,0.018
Cheras,6787.259236918546,1,1,9500,36.9,0.072
Bangsar,5089.602156491626,0,1,6500,28.4,0.049
Bangsar,5022.921355447575,0,1,6500,28.1,0.049
Bangsar,5674.618008936714,1,3,6500,37.4,0.0
Cheras,7497.706176646424,2,2,9500,67.5,0.135
Bukit Bintang,9009.408802639548,2,0,11000,75.0,0.0
Cheras,6401.980599476561,2,3,9500,62.0,0.0
Cheras,6969.808434612014,1,1,9500,37.8,0.072
Cheras,5908.550705322777,0,1,9500,32.5,0.072
Bukit Bintang,8821.18075055734,1,3,11000,53.1,0.0
Cheras,6426.148651183232,2,1,9500,56.1,0.072
Cheras,7776.813299604461,1,3,9500,47.9,0.0
Cheras,7166.780496993636,2,1,9500,59.8,0.072
Bukit Bintang,6646.033332934369,0,2,11000,57.2,0.021
Cheras,6823.078384003183,2,3,9500,64.1,0.0
Bukit Bintang,7954.579987393283,1,3,11000,48.8,0.0
Cheras,7007.71897660287,1,2,9500,44.0,0.135
Bangsar,5103.791304759502,2,3,6500,55.5,0.0
Cheras,7694.903006580398,2,3,9500,68.5,0.0
Bangsar,4818.225318035257,0,2,6500,48.1,0.012
Cheras,6758.636153091409,2,3,9500,63.8,0.0
Bangsar,5559.527027137613,1,0,6500,36.8,0.0
Bukit Bintang,8709.433094090986,1,3,11000,52.5,0.0
Bukit Bintang,8967.394862799045,2,3,11000,74.8,0.0
Bukit Bintang,9076.602220632883,2,1,11000,69.4,0.083
Bukit Bintang,8187.246898156057,2,2,11000,70.9,0.156
Bukit Bintang,8660.68177127339,2,1,11000,67.3,0.083
Cheras,5663.583350070501,0,1,9500,31.3,0.072
Bukit Bintang,7736.411786054995,2,1,11000,62.7,0.083
Bukit Bintang,8789.543666373787,1,2,11000,52.9,0.156
Cheras,6955.825230082351,2,3,9500,64.8,0.0
Cheras,6030.306682997735,0,0,9500,39.2,0.0
Bukit Bintang,7051.827902682318,0,2,11000,59.3,0.021
Bukit Bintang,9385.621795241377,2,1,11000,70.9,0.083
Bukit Bintang,8103.6912990393885,1,3,11000,49.5,0.0
Cheras,6652.35635636389,0,0,9500,42.3,0.0
Bangsar,6226.180108909833,2,1,6500,55.1,0.049
Bangsar,6203.463425415014,2,3,6500,61.0,0.0
Bukit Bintang,7026.675967953653,0,0,11000,44.1,0.0
Cheras,7445.022299719083,1,3,9500,46.2,0.0
Cheras,6258.475667892758,0,3,9500,40.3,0.0
Cheras,5873.141948606064,0,0,9500,38.4,0.0
Bukit Bintang,8569.952544717231,2,1,11000,66.8,0.083
Cheras,6851.354376825031,2,0,9500,64.3,0.0
Bangsar,4695.802198024627,1,0,6500,32.5,0.0
Cheras,6587.765422833512,1,3,9500,41.9,0.0
Bukit Bintang,8313.142361595854,0,1,11000,44.6,0.083
Bukit Bintang,8481.746719342094,1,3,11000,51.4,0.0
Cheras,7159.7515179350185,2,2,9500,65.8,0.135
Bangsar,5613.8995764508245,2,2,6500,58.1,0.092
Bangsar,5432.576466994382,0,1,6500,30.2,0.049
Cheras,6691.41364875115,2,1,9500,57.5,0.072
Cheras,6064.468223814729,0,3,9500,39.3,0.0
Bangsar,5183.372885131054,2,3,6500,55.9,0.0
Bukit Bintang,8903.023268031524,2,3,11000,74.5,0.0
Cheras,6998.573183034757,2,1,9500,59.0,0.072
Bukit Bintang,8001.823848932855,2,1,11000,64.0,0.083
Bangsar,5174.66348897256,0,0,6500,34.9,0.0
Bangsar,5159.73544418863,2,0,6500,55.8,0.0
Cheras,7044.307483689999,1,3,9500,44.2,0.0
Bukit Bintang,8123.116047785011,2,2,11000,70.6,0.156
Cheras,8129.441716038946,1,0,9500,49.6,0.0
Cheras,7242.498592915163,2,2,9500,66.2,0.135
Bangsar,5472.359405058531,1,2,6500,36.4,0.092
Bukit Bintang,7791.521560204422,0,3,11000,48.0,0.0
Bukit Bintang,8051.456759721079,1,0,11000,49.3,0.0
Bukit Bintang,7963.633036750622,1,0,11000,48.8,0.0
Cheras,6456.384826298454,2,2,9500,62.3,0.135
Bukit Bintang,8812.432355951998,2,0,11000,74.1,0.0
Cheras,6905.978558181243,2,1,9500,58.5,0.072
Cheras,7059.537829234773,2,3,9500,65.3,0.0
Bangsar,5481.02194876264,2,1,6500,51.4,0.049
Bangsar,4971.070847485362,1,0,6500,33.9,0.0
Cheras,6818.99624167852,2,0,9500,64.1,0.0
Bangsar,4606.041260984145,0,2,6500,47.0,0.012
Bukit Bintang,7059.8625854842985,0,1,11000,38.3,0.083
Bangsar,5205.367341843542,1,3,6500,35.0,0.0
Bangsar,6584.663810067614,2,3,6500,62.9,0.0
Bukit Bintang,8859.0322365661,2,1,11000,68.3,0.083
Bangsar,4007.021868785861,0,3,6500,29.0,0.0
Cheras,6353.66841289177,2,0,9500,61.8,0.0
Bukit Bintang,8215.030631070329,2,3,11000,71.1,0.0
Cheras,6210.346165395715,2,2,9500,61.1,0.135
Bukit Bintang,8501.092841787891,2,0,11000,72.5,0.0
Bukit Bintang,8149.667656772136,2,2,11000,70.7,0.156
Cheras,6596.686623468558,0,0,9500,42.0,0.0
Cheras,6819.627608783507,1,2,9500,43.1,0.135
Bukit Bintang,7192.302805212016,0,2,11000,60.0,0.021
Bangsar,5755.257204950787,2,0,6500,58.8,0.0
Cheras,6141.972197184405,0,3,9500,39.7,0.0
Cheras,7308.569906956166,2,2,9500,66.5,0.135
Cheras,6715.183590375162,2,3,9500,63.6,0.0
Cheras,5392.199180627506,0,0,9500,36.0,0.0
Bangsar,5155.684324460871,2,3,6500,55.8,0.0
Bangsar,5270.816630366868,1,3,6500,35.4,0.0
Bukit Bintang,7448.541721950849,0,3,11000,46.2,0.0
Cheras,5966.836291507335,0,2,9500,53.8,0.018
Cheras,6965.646391412707,1,1,9500,37.8,0.072
Bukit Bintang,8643.596542320402,2,1,11000,67.2,0.083
Bukit Bintang,8392.41631320487,1,1,11000,45.0,0.083
Cheras,6958.180012777818,2,0,9500,64.8,0.0
Bangsar,6071.2977713638475,1,0,6500,39.4,0.0
Cheras,7287.349175335003,1,0,9500,45.4,0.0
Bukit Bintang,7934.233931255596,2,2,11000,69.7,0.156
Bukit Bintang,6943.930526686717,0,1,11000,37.7,0.083
Bangsar,6029.461084438851,2,3,6500,60.1,0.0
Cheras,6418.0321678187465,0,0,9500,41.1,0.0
Cheras,7599.672118401476,1,1,9500,41.0,0.072
Cheras,6286.05630663428,0,3,9500,40.4,0.0
Bukit Bintang,7583.816275283376,0,0,11000,46.9,0.0
Bangsar,6194.854619693053,2,2,6500,61.0,0.092
Bukit Bintang,7881.330253328631,0,2,11000,63.4,0.021
Bangsar,4700.617722946571,2,1,6500,47.5,0.049
Bangsar,5055.285246868334,1,3,6500,34.3,0.0
Bangsar,5845.815819812706,2,0,6500,59.2,0.0
Bukit Bintang,6553.826857402183,0,1,11000,35.8,0.083
Cheras,6610.855651390113,1,0,9500,42.1,0.0
Bangsar,5662.329302723399,0,2,6500,52.3,0.012
Cheras,6813.282986529341,1,3,9500,43.1,0.0
Bangsar,5159.627131967862,2,3,6500,55.8,0.0
Bangsar,4749.149862490908,2,2,6500,53.7,0.092
Bangsar,5876.7962258528605,2,1,6500,53.4,0.049
Bangsar,4920.649937931494,2,2,6500,54.6,0.092
Bangsar,4720.923137262682,0,2,6500,47.6,0.012
Bangsar,5718.863343091165,2,3,6500,58.6,0.0
Bangsar,5694.288494988219,1,0,6500,37.5,0.0
Bangsar,4877.691846029165,2,0,6500,54.4,0.0
Cheras,5612.640240975419,0,2,9500,52.1,0.018
Bukit Bintang,6415.439468347573,0,3,11000,41.1,0.0
Cheras,6638.579002943745,2,0,9500,63.2,0.0
Cheras,8083.429645083179,1,1,9500,43.4,0.072
Bangsar,4721.211992617944,0,3,6500,32.6,0.0
Bukit Bintang,7785.0398515962315,0,0,11000,47.9,0.0
Bukit Bintang,6983.510164065499,0,3,11000,43.9,0.0
Bangsar,5537.348922402242,2,2,6500,57.7,0.092
Cheras,6622.56927088686,2,1,9500,57.1,0.072
Cheras,6557.426534368635,2,3,9500,62.8,0.0
Bangsar,6282.257874800114,2,1,6500,55.4,0.049
Cheras,6020.705605192456,0,0,9500,39.1,0.0
Bukit Bintang,8314.193744202676,1,3,11000,50.6,0.0
Cheras,7032.258874495417,2,3,9500,65.2,0.0
Cheras,6697.6637196119345,2,0,9500,63.5,0.0
Bukit Bintang,8919.4141571254,2,2,11000,74.6,0.156
Bangsar,5372.42643086267,0,1,6500,29.9,0.049
Bangsar,4596.816072573835,0,3,6500,32.0,0.0
Cheras,7078.814426501297,2,0,9500,65.4,0.0
Cheras,7271.038633719824,2,2,9500,66.4,0.135
Cheras,6871.465333248452,1,3,9500,43.4,0.0
Bangsar,5240.301655637944,2,0,6500,56.2,0.0
Bangsar,4874.31468099956,2,0,6500,54.4,0.0
Bangsar,6658.792515082857,2,2,6500,63.3,0.092
Bukit Bintang,9088.396959007885,2,0,11000,75.4,0.0
Bangsar,5677.708579032166,0,2,6500,52.4,0.012
Bukit Bintang,8363.4568348564,1,1,11000,44.8,0.083
Bangsar,4157.715020177331,0,1,6500,23.8,0.049
Cheras,6544.081276330926,2,3,9500,62.7,0.0
Bangsar,5907.506020612885,2,0,6500,59.5,0.0
Bangsar,5266.421059981327,2,1,6500,50.3,0.049
Cheras,5924.763771723656,0,1,9500,32.6,0.072
Cheras,5290.245710652969,0,3,9500,35.5,0.0
Bangsar,5737.383161915011,1,2,6500,37.7,0.092
Bukit Bintang,7792.236217705673,1,1,11000,42.0,0.083
Bangsar,5659.226865509322,1,3,6500,37.3,0.0
Bukit Bintang,8343.962009486286,1,2,11000,50.7,0.156
Bangsar,6290.725600627331,2,0,6500,61.5,0.0
Cheras,6040.543918933258,0,1,9500,33.2,0.072
Bukit Bintang,7698.876328999748,2,3,11000,68.5,0.0
Bukit Bintang,8929.022663371003,2,3,11000,74.6,0.0
Cheras,6121.91238279731,2,0,9500,60.6,0.0
Cheras,6686.457820593377,0,3,9500,42.4,0.0
Bukit Bintang,8509.92620570839,1,2,11000,51.5,0.156
Cheras,6578.869816128418,2,2,9500,62.9,0.135
Bangsar,5382.343848741899,2,1,6500,50.9,0.049
Bukit Bintang,8591.468036647359,2,1,11000,67.0,0.083
Bukit Bintang,8990.308337630151,1,0,11000,54.0,0.0
Bangsar,5327.104323816172,2,0,6500,56.6,0.0
Cheras,7380.436448918919,1,3,9500,45.9,0.0
Bangsar,4840.5696722349785,0,0,6500,33.2,0.0
Bukit Bintang,8856.000462219861,2,1,11000,68.3,0.083
Cheras,7069.2839857670815,1,2,9500,44.3,0.135
Bukit Bintang,8437.730832691228,1,1,11000,45.2,0.083
Cheras,7429.334749497228,2,3,9500,67.1,0.0
Bangsar,4301.14742428739,0,1,6500,24.5,0.049
Bangsar,5457.374999178288,2,3,6500,57.3,0.0
